Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,28.950001,29.0825,28.690001,29.0375,27.277639,115127600
2017-01-04,28.9625,29.127501,28.9375,29.004999,27.247108,84472400
2017-01-05,28.98,29.215,28.952499,29.1525,27.385668,88774400
2017-01-06,29.195,29.540001,29.1175,29.477501,27.690971,127007600
2017-01-09,29.487499,29.8575,29.485001,29.747499,27.944603,134247600
2017-01-10,29.692499,29.844999,29.575001,29.7775,27.972786,97848400
2017-01-11,29.684999,29.9825,29.65,29.9375,28.123089,110354400
2017-01-12,29.725,29.825001,29.5525,29.8125,28.005665,108344800
2017-01-13,29.7775,29.905001,29.702499,29.76,27.95635,104447600
2017-01-17,29.584999,30.059999,29.555,30,28.181801,137759200
2017-01-18,30,30.125,29.9275,29.997499,28.179457,94852000
2017-01-19,29.85,30.022499,29.842501,29.945,28.130133,102389200
2017-01-20,30.112499,30.112499,29.932501,30,28.181801,130391600
2017-01-23,30,30.202499,29.942499,30.02,28.20059,88200800
2017-01-24,29.887501,30.025,29.875,29.9925,28.174757,92844000
2017-01-25,30.105,30.525,30.07,30.469999,28.623314,129510400
2017-01-26,30.4175,30.610001,30.4,30.485001,28.637407,105350400
2017-01-27,30.535,30.5875,30.4,30.487499,28.639755,82251600
2017-01-30,30.2325,30.407499,30.165001,30.407499,28.564606,121510000
2017-01-31,30.2875,30.3475,30.155001,30.3375,28.498844,196804000
2017-02-01,31.7575,32.622501,31.752501,32.1875,30.236719,447940000
2017-02-02,31.995001,32.3475,31.945,32.1325,30.185061,134841600
2017-02-03,32.077499,32.297501,32.040001,32.27,30.31423,98029200
2017-02-06,32.282501,32.625,32.224998,32.572498,30.598392,107383600
2017-02-07,32.634998,33.022499,32.612499,32.8825,30.889601,152735200
2017-02-08,32.837502,33.055,32.805,33.009998,31.009373,92016400
2017-02-09,32.912498,33.112499,32.779999,33.105,31.233446,113399600
2017-02-10,33.115002,33.235001,33.012501,33.029999,31.162689,80262000
2017-02-13,33.27,33.455002,33.1875,33.322498,31.438652,92141600
2017-02-14,33.3675,33.772499,33.3125,33.755001,31.846703,132904800
2017-02-15,33.880001,34.067501,33.654999,33.877499,31.962276,142492400
2017-02-16,33.9175,33.974998,33.709999,33.837502,31.924547,90338400
2017-02-17,33.775002,33.9575,33.775002,33.93,32.01181,88792800
2017-02-21,34.057499,34.1875,33.994999,34.174999,32.242958,98028800
2017-02-22,34.107498,34.279999,34.0275,34.2775,32.339664,83347600
2017-02-23,34.345001,34.369999,34.075001,34.1325,32.202869,83152800
2017-02-24,33.977501,34.165001,33.82,34.165001,32.233524,87106400
2017-02-27,34.285,34.360001,34.07,34.232498,32.297211,81029600
2017-02-28,34.27,34.360001,34.174999,34.247501,32.311359,93931600
2017-03-01,34.4725,35.037498,34.400002,34.947498,32.971779,145658400
2017-03-02,35,35.07,34.689999,34.740002,32.776012,104844000
2017-03-03,34.695,34.9575,34.647499,34.945,32.969433,84432400
2017-03-06,34.842499,34.942501,34.650002,34.834999,32.865639,87000000
2017-03-07,34.764999,34.994999,34.697498,34.880001,32.9081,69785200
2017-03-08,34.737499,34.950001,34.705002,34.75,32.785446,74828800
2017-03-09,34.685001,34.697498,34.262501,34.669998,32.70998,88623600
2017-03-10,34.8125,34.84,34.66,34.785,32.818478,78451200
2017-03-13,34.712502,34.857498,34.705002,34.799999,32.832623,69686800
2017-03-14,34.825001,34.912498,34.709999,34.747501,32.783096,61236400
2017-03-15,34.852501,35.1875,34.7575,35.115002,33.129822,102767200
2017-03-16,35.18,35.255001,35.064999,35.172501,33.184067,76928000
2017-03-17,35.25,35.25,34.9725,34.997501,33.018967,175540000
2017-03-20,35.099998,35.375,35.057499,35.365002,33.365677,86168000
2017-03-21,35.5275,35.700001,34.932499,34.959999,32.983574,158119600
2017-03-22,34.962502,35.400002,34.939999,35.355,33.356243,103440800
2017-03-23,35.314999,35.395,35.1525,35.23,33.238316,81385200
2017-03-24,35.375,35.435001,35.087502,35.16,33.172276,89582400
2017-03-27,34.8475,35.305,34.654999,35.220001,33.228889,94300400
2017-03-28,35.227501,36.009998,35.154999,35.950001,33.917614,133499200
2017-03-29,35.919998,36.122501,35.797501,36.029999,33.993084,116760000
2017-03-30,36.047501,36.125,35.875,35.982498,33.948269,84829200
2017-03-31,35.93,36.067501,35.752499,35.915001,33.884594,78646800
2017-04-03,35.927502,36.029999,35.762501,35.924999,33.894024,79942800
2017-04-04,35.8125,36.2225,35.7925,36.192501,34.1464,79565600
2017-04-05,36.055,36.365002,35.952499,36.005001,33.969498,110871600
2017-04-06,36.072498,36.130001,35.862499,35.915001,33.884594,84596000
2017-04-07,35.932499,36.044998,35.817501,35.834999,33.809109,66688800
2017-04-10,35.900002,35.970001,35.724998,35.7925,33.769016,75733600
2017-04-11,35.735001,35.837502,35.014999,35.407501,33.405777,121517600
2017-04-12,35.400002,35.537498,35.252499,35.450001,33.445873,81400000
2017-04-13,35.477501,35.595001,35.262501,35.262501,33.268978,71291600
2017-04-17,35.369999,35.470001,35.217499,35.4575,33.452957,66328400
2017-04-18,35.352501,35.509998,35.2775,35.299999,33.304359,58790000
2017-04-19,35.470001,35.5,35.112499,35.169998,33.181705,69313600
2017-04-20,35.305,35.73,35.290001,35.610001,33.596832,93278400
2017-04-21,35.610001,35.669998,35.462502,35.567501,33.556736,69283600
2017-04-24,35.875,35.987499,35.794998,35.91,33.879871,68537200
2017-04-25,35.977501,36.224998,35.967499,36.1325,34.089794,75486000
2017-04-26,36.1175,36.150002,35.845001,35.919998,33.889301,80164800
2017-04-27,35.98,36.040001,35.827499,35.947498,33.915257,56985200
2017-04-28,36.022499,36.075001,35.817501,35.912498,33.882225,83441600
2017-05-01,36.275002,36.799999,36.240002,36.645,34.573318,134411600
2017-05-02,36.884998,37.022499,36.709999,36.877499,34.792679,181408800
2017-05-03,36.397499,36.872501,36.067501,36.764999,34.686535,182788000
2017-05-04,36.630001,36.785,36.452499,36.6325,34.56152,93487600
2017-05-05,36.689999,37.244999,36.689999,37.240002,35.134682,109310800
2017-05-08,37.2575,38.424999,37.2575,38.252499,36.089931,195009600
2017-05-09,38.467499,38.720001,38.362499,38.497501,36.321083,156521600
2017-05-10,38.407501,38.485001,38.0275,38.314999,36.148907,103222800
2017-05-11,38.112499,38.517502,38.077499,38.487499,36.461533,109020400
2017-05-12,38.674999,39.105,38.6675,39.025002,36.970745,130108000
2017-05-15,39.002499,39.162498,38.762501,38.924999,36.876003,104038800
2017-05-16,38.985001,39.014999,38.68,38.8675,36.821533,80194000
2017-05-17,38.400002,38.642502,37.427502,37.5625,35.585224,203070800
2017-05-18,37.817501,38.334999,37.782501,38.134998,36.127583,134272800
2017-05-19,38.345001,38.494999,38.157501,38.264999,36.250748,107843200
2017-05-22,38.5,38.645,38.227501,38.497501,36.471004,91865600
2017-05-23,38.724998,38.724998,38.327499,38.450001,36.426006,79675600
2017-05-24,38.459999,38.5425,38.1675,38.334999,36.317066,76712000
2017-05-25,38.432499,38.587502,38.2575,38.467499,36.442585,76942400
2017-05-26,38.5,38.560001,38.327499,38.4025,36.381001,87710400
2017-05-30,38.355,38.607498,38.3325,38.4175,36.395218,80507600
2017-05-31,38.4925,38.5425,38.095001,38.189999,36.179695,97804800
2017-06-01,38.2925,38.3325,38.055,38.294998,36.279167,65616400
2017-06-02,38.395,38.862499,38.2225,38.862499,36.816792,111082800
2017-06-05,38.584999,38.612499,38.365002,38.482498,36.456795,101326800
2017-06-06,38.474998,38.952499,38.445,38.612499,36.57996,106499600
2017-06-07,38.755001,38.994999,38.619999,38.842499,36.797848,84278400
2017-06-08,38.8125,38.884998,38.599998,38.747501,36.707848,85003200
2017-06-09,38.797501,38.797501,36.505001,37.244999,35.284431,259530800
2017-06-12,36.435001,36.522499,35.627499,36.355,34.441292,289229200
2017-06-13,36.790001,36.862499,36.287498,36.647499,34.718391,136661600
2017-06-14,36.875,36.875,35.959999,36.290001,34.379711,126124800
2017-06-15,35.830002,36.119999,35.552502,36.072498,34.173656,128661600
2017-06-16,35.945,36.125,35.549999,35.567501,33.695248,201444400
2017-06-19,35.915001,36.685001,35.915001,36.584999,34.65918,130165600
2017-06-20,36.717499,36.717499,36.235001,36.252499,34.344181,99600400
2017-06-21,36.380001,36.517502,36.1525,36.467499,34.547867,85063200
2017-06-22,36.442501,36.674999,36.279999,36.407501,34.491032,76425200
2017-06-23,36.282501,36.790001,36.2775,36.57,34.644974,141757600
2017-06-26,36.7925,37.07,36.345001,36.455002,34.53603,102769600
2017-06-27,36.252499,36.540001,35.904999,35.932499,34.041023,99047600
2017-06-28,36.122501,36.5275,35.790001,36.4575,34.538395,88329600
2017-06-29,36.177502,36.282501,35.57,35.919998,34.029186,125997600
2017-06-30,36.112499,36.240002,35.945,36.005001,34.109711,92096400
2017-07-03,36.220001,36.325001,35.775002,35.875,33.986553,57111200
2017-07-05,35.922501,36.197498,35.68,36.022499,34.126289,86278400
2017-07-06,35.755001,35.875,35.602501,35.682499,33.804192,96515200
2017-07-07,35.724998,36.1875,35.724998,36.044998,34.147602,76806800
2017-07-10,36.0275,36.487499,35.842499,36.264999,34.35603,84362400
2017-07-11,36.182499,36.462502,36.095001,36.3825,34.467346,79127200
2017-07-12,36.467499,36.544998,36.205002,36.435001,34.517075,99538000
2017-07-13,36.375,37.122501,36.360001,36.942501,34.997868,100797600
2017-07-14,36.9925,37.3325,36.8325,37.259998,35.298653,80528400
2017-07-17,37.205002,37.724998,37.142502,37.389999,35.421806,95174000
2017-07-18,37.299999,37.532501,37.1675,37.52,35.544964,71475200
2017-07-19,37.619999,37.855,37.487499,37.755001,35.767601,83692000
2017-07-20,37.875,37.935001,37.547501,37.584999,35.606544,68974800
2017-07-21,37.497501,37.610001,37.220001,37.567501,35.589966,105010400
2017-07-24,37.645,38.110001,37.474998,38.022499,36.021015,85972800
2017-07-25,37.950001,38.459999,37.950001,38.185001,36.174953,75415600
2017-07-26,38.337502,38.482498,38.264999,38.365002,36.345486,63124000
2017-07-27,38.4375,38.497501,36.825001,37.639999,35.658649,129905200
2017-07-28,37.4725,37.557499,37.297501,37.375,35.4076,68854800
2017-07-31,37.474998,37.5825,37.032501,37.182499,35.225227,79383600
2017-08-01,37.275002,37.555,37.102501,37.512501,35.537857,141474400
2017-08-02,39.82,39.9375,39.040001,39.285,37.217056,279747200
2017-08-03,39.262501,39.302502,38.755001,38.892502,36.845215,108389200
2017-08-04,39.017502,39.349998,38.922501,39.0975,37.039429,82239600
2017-08-07,39.264999,39.73,39.1675,39.702499,37.612583,87481200
2017-08-08,39.650002,40.4575,39.567501,40.02,37.913364,144823600
2017-08-09,39.814999,40.317501,39.7775,40.264999,38.145466,104526000
2017-08-10,39.974998,40,38.657501,38.830002,36.930473,163217200
2017-08-11,39.150002,39.642502,39.017502,39.369999,37.44405,105028400
2017-08-14,39.830002,40.052502,39.6875,39.962502,38.007572,88490800
2017-08-15,40.165001,40.549999,40.035,40.400002,38.423664,117862000
2017-08-16,40.485001,40.627499,40.037498,40.237499,38.269112,110686400
2017-08-17,40.130001,40.177502,39.459999,39.465,37.534401,111762400
2017-08-18,39.465,39.875,39.18,39.375,37.448807,109712400
2017-08-21,39.375,39.4725,38.7775,39.302502,37.379856,105474000
2017-08-22,39.557499,40,39.505001,39.945,37.990917,86418400
2017-08-23,39.767502,40.1175,39.720001,39.994999,38.038471,77596400
2017-08-24,40.107498,40.185001,39.637501,39.817501,37.869652,79275600
2017-08-25,39.912498,40.139999,39.817501,39.965,38.009933,101920400
2017-08-28,40.035,40.5,39.982498,40.3675,38.392754,103864000
2017-08-29,40.025002,40.779999,40,40.727501,38.735146,118067600
2017-08-30,40.950001,40.9725,40.6525,40.837502,38.83976,109078400
2017-08-31,40.91,41.130001,40.869999,41,38.994308,107140400
2017-09-01,41.200001,41.235001,40.907501,41.012501,39.006195,66364400
2017-09-05,40.9375,41.0625,40.139999,40.52,38.537788,117874000
2017-09-06,40.677502,40.747501,40.130001,40.477501,38.497364,86606800
2017-09-07,40.522499,40.560001,40.09,40.314999,38.342819,87714000
2017-09-08,40.215,40.287498,39.6325,39.657501,37.717491,114446000
2017-09-11,40.125,40.512501,39.9725,40.375,38.399879,126323200
2017-09-12,40.6525,40.990002,39.692501,40.215,38.247715,286856000
2017-09-13,39.967499,39.990002,39.477501,39.912498,37.960014,179629600
2017-09-14,39.747501,39.849998,39.522499,39.57,37.634266,95042800
